"Participant","Recruitment","Condition","Experiment_StartDate","Experiment_Duration","Browser_Version","Mobile","Platform","Screen_Width","Screen_Height","Reward","Gender","Age","Education","Discipline","Student","Ethnicity","Country","Experiment_Enjoyment","Experiment_Feedback","Accuracy_Respiratory_A","Accuracy_Gastric_Q8","Accuracy_ColonBladder_Q1","Accuracy_Respiratory_Q1","Accuracy_State_Q3","Accuracy_Genital_A","Accuracy_Cardiac_Q1","Accuracy_Gastric_Q2","Accuracy_ColonBladder_Q3","Accuracy_ColonBladder_Q5","Accuracy_Gastric_Q5","Accuracy_State_Q4","Accuracy_ColonBladder_Q2","Accuracy_Gastric_Q1","Accuracy_ColonBladder_Q4","Accuracy_Gastric_Q6","Accuracy_SkinThermo_Q2","Accuracy_SkinThermo_Q1","Accuracy_State_Q5","Accuracy_Cardiac_Q2","Accuracy_SkinThermo_Q3","Accuracy_Genital_Q2","Accuracy_Gastric_Q4","Accuracy_Genital_Q1","Accuracy_Gastric_Q7","Accuracy_Gastric_Q3","Accuracy_State_Q1","Accuracy_SkinThermo_Q4","Accuracy_State_Q2","Sexual_ColonBladder_Q2","Sexual_State_Q3","Sexual_State_Q5","Sexual_State_A","Sexual_State_Q4","Sexual_SkinThermo_Q3","Sexual_Genital_Q2","Sexual_Gastric_Q2","Sexual_Respiratory_Q1","Sexual_Cardiac_Q1","Sexual_SkinThermo_Q2","Sexual_State_Q1","Sexual_Gastric_Q1","Sexual_SkinThermo_Q1","Sexual_Genital_Q1","Sexual_ColonBladder_Q1","Sexual_State_Q2","Nociception_ColonBladder_Q1","Nociception_ColonBladder_Q2","Nociception_State_Q2","Nociception_SkinThermo_Q1","Nociception_Cardiac_Q1","Nociception_Respiratory_Q1","Nociception_Respiratory_Q2","Nociception_ColonBladder_A","Nociception_SkinThermo_Q2","Nociception_Gastric_Q1","Nociception_Genital_Q2","Nociception_Genital_Q1","Nociception_SkinThermo_Q3","Nociception_Cardiac_Q2","Nociception_State_Q1","Confusion_ColonBladder_A","Confusion_Gastric_Q1","Confusion_State_Q1","Confusion_Respiratory_Q1","Confusion_ColonBladder_Q1","Confusion_Gastric_Q2","Confusion_Genital_Q1","Confusion_Cardiac_Q1","Confusion_SkinThermo_Q1","Confusion_State_Q2","Anxious_Cardiac_Q1","Anxious_State_Q5","Anxious_Genital_Q1","Anxious_State_Q1","Anxious_ColonBladder_Q1","Anxious_State_Q4","Anxious_SkinThermo_A","Anxious_State_Q3","Anxious_SkinThermo_Q1","Anxious_SkinThermo_Q4","Anxious_SkinThermo_Q3","Anxious_State_Q2","Anxious_Respiratory_Q1","Anxious_Gastric_Q1","Anxious_SkinThermo_Q2","Sensitivity_State_Q1","Sensitivity_SkinThermo_Q6","Sensitivity_SkinThermo_Q1","Sensitivity_Gastric_A","Sensitivity_Respiratory_Q7","Sensitivity_Cardiac_Q6","Sensitivity_Respiratory_Q5","Sensitivity_State_Q3","Sensitivity_Respiratory_Q1","Sensitivity_Cardiac_Q4","Sensitivity_Cardiac_Q5","Sensitivity_Cardiac_Q7","Sensitivity_Genital_Q2","Sensitivity_Gastric_Q2","Sensitivity_ColonBladder_Q3","Sensitivity_Respiratory_Q6","Sensitivity_SkinThermo_Q3","Sensitivity_Cardiac_Q3","Sensitivity_Gastric_Q1","Sensitivity_Respiratory_Q3","Sensitivity_Cardiac_A","Sensitivity_Respiratory_Q4","Sensitivity_Gastric_Q4","Sensitivity_SkinThermo_Q7","Sensitivity_Gastric_Q5","Sensitivity_State_Q4","Sensitivity_Genital_Q3","Sensitivity_Gastric_Q3","Sensitivity_Genital_Q1","Sensitivity_Cardiac_Q1","Sensitivity_ColonBladder_Q1","Sensitivity_SkinThermo_Q8","Sensitivity_ColonBladder_Q4","Sensitivity_State_Q2","Sensitivity_SkinThermo_Q4","Sensitivity_Cardiac_Q2","Sensitivity_State_Q5","Sensitivity_SkinThermo_Q2","Sensitivity_SkinThermo_Q5","Sensitivity_Gastric_Q6","Sensitivity_Respiratory_Q2","Sensitivity_ColonBladder_Q2"
"S264","prolific","Random",2024-11-19 20:31:21,13.35245,"firefox 132.0.0","false","Windows 10",2560,1251,"Automatic","Male",34,"Bachelor","Business, Economics",FALSE,"White","United Kingdom",3,NA,0,3,3,4,6,0,5,5,0,4,4,5,4,5,2,4,5,4,3,4,4,4,5,4,5,2,5,3,5,0,4,5,6,5,1,6,4,4,4,3,5,0,2,5,0,5,5,1,5,4,0,1,1,0,4,1,5,5,6,0,3,6,3,3,2,0,3,4,6,5,4,5,2,3,4,3,5,0,5,3,2,1,4,5,2,6,4,2,3,6,5,1,3,3,5,4,2,5,3,4,4,3,5,3,2,3,6,2,3,5,3,5,4,3,4,5,5,4,0,2,5,4,5,3,4,3,3,6
"S273","prolific","Domains",2024-11-19 20:50:17,22.2936666666667,"chrome 131.0.0","false","Windows 10",1536,730,"Automatic","Male",38,"High school",NA,FALSE,"White","United Kingdom",4,NA,0,4,0,4,6,0,0,5,1,0,5,4,6,4,4,1,3,4,3,0,5,0,6,6,5,1,4,0,1,0,4,4,6,6,0,6,2,2,2,3,6,0,1,6,0,6,2,0,3,3,0,0,0,0,1,0,2,6,3,0,3,6,1,0,0,1,3,5,0,0,0,1,0,0,3,0,6,0,4,5,0,1,2,0,1,5,3,0,0,6,2,0,3,3,0,1,3,1,5,1,5,4,2,1,1,0,6,1,2,0,4,4,6,2,6,1,4,5,2,2,3,0,4,4,5,4,1,5
"S049","prolific","Dimensions",2024-11-19 09:37:06,6.7289,"chrome 129.0.0","false","Mac OS",1655,875,"Automatic","Male",39,"High school",NA,FALSE,"White","United Kingdom",NA,NA,0,3,1,4,4,0,4,4,2,1,2,4,3,4,1,3,4,3,4,0,4,3,3,6,3,1,4,3,3,0,3,4,6,5,1,5,1,4,4,3,5,1,3,5,0,6,0,0,5,5,0,0,0,0,5,1,4,5,3,1,2,6,4,0,1,0,4,1,0,2,1,4,1,0,5,0,5,0,0,4,4,4,4,3,2,3,3,2,4,6,3,1,0,4,4,4,0,3,5,4,4,3,4,2,4,4,6,4,4,5,1,5,5,4,4,2,4,5,4,4,5,3,3,5,4,5,1,2
"S747","prolific","Random",2024-12-02 11:47:48,10.2136,"chrome 131.0.0","false","Windows 10",1366,607,"Automatic","Male",38,"High school",NA,FALSE,"White","United Kingdom",4,NA,0,2,4,4,5,0,4,5,2,3,3,4,2,5,3,4,4,4,4,2,4,3,3,6,3,2,4,5,4,1,4,4,6,5,3,6,4,5,4,5,6,2,3,5,0,5,4,1,5,4,0,2,2,0,4,2,6,6,5,2,5,6,2,3,2,2,4,1,2,5,3,4,2,1,5,2,4,0,3,2,4,4,4,4,2,4,5,4,5,6,2,1,2,5,2,1,5,2,4,2,5,3,3,2,2,3,6,2,3,4,2,5,3,2,5,3,5,4,3,5,5,2,1,5,4,4,4,3
"S067","prolific","Dimensions",2024-11-19 10:06:08,16.4600833333333,"edge-chromium 126.0.0","false","Windows 10",759,707,"Automatic","Female",31,"Master","Psychology, Neuroscience",FALSE,"White","United Kingdom",NA,NA,0,0,3,5,5,0,4,5,1,1,0,6,1,4,3,2,5,5,3,0,6,0,5,5,0,1,6,0,6,0,3,6,6,6,0,3,3,4,4,0,6,0,3,5,0,6,4,0,5,3,0,0,0,0,4,0,3,5,3,0,5,0,3,0,0,0,3,0,2,0,0,6,0,0,4,3,6,0,3,4,3,4,3,5,3,5,6,0,3,6,4,0,0,4,3,3,2,4,5,4,5,0,3,4,3,4,6,3,1,3,3,6,3,2,3,3,6,3,3,5,4,4,4,5,1,5,0,6
"S586","prolific","Domains",2024-11-29 11:05:54,16.03745,"edge-chromium 131.0.0","false","Windows 10",1528,738,"Automatic","Female",61,"Bachelor","Biology, Chemistry, Physics",FALSE,"White","United Kingdom",4,"I notice changes in my breathing when I'm trying to get to sleep. sometimes it feels like I've stopped breathing and I gasp for breathe. My heartbeat often feels irregular when I'm trying to sleep too. I have to make myself relax",0,4,2,4,6,0,3,2,3,5,4,3,6,4,3,2,0,1,2,4,3,0,4,6,0,3,4,1,6,4,3,4,6,6,2,4,0,6,5,6,6,0,4,6,4,5,1,1,4,2,1,1,2,0,2,1,1,3,5,1,2,6,4,4,6,1,3,2,6,6,4,4,1,1,1,5,4,0,1,3,1,1,2,4,4,3,6,2,3,6,3,1,3,3,1,1,6,4,1,1,5,6,3,1,2,1,6,3,3,6,4,6,1,1,2,1,3,6,4,2,6,1,3,2,3,3,1,3
"S440","prolific","Dimensions",2024-11-21 15:45:47,19.5398166666667,"chrome 131.0.0","false","Windows 10",1536,730,"Automatic","Male",29,"High school",NA,NA,"White","United Kingdom",2,"Smooth study, no issues :)",0,1,2,5,6,0,3,5,0,4,4,5,3,6,3,3,4,5,5,4,6,6,4,6,0,1,5,1,5,0,2,4,6,5,0,3,0,1,1,0,5,0,1,4,0,5,3,1,5,4,1,2,0,0,5,1,3,2,3,2,4,6,2,1,5,1,2,4,2,4,3,2,0,1,6,4,5,0,2,3,0,0,6,3,4,4,5,3,4,6,2,4,4,4,4,3,4,2,4,4,5,2,6,3,4,5,6,4,5,5,4,5,4,4,4,4,3,4,3,5,6,3,4,5,5,5,3,3
"S408","prolific","Random",2024-11-21 12:19:37,16.6777166666667,"firefox 132.0.0","false","Windows 10",1354,642,"Automatic","Male",31,"Master","Business, Economics",FALSE,"Mixed","United Kingdom",4,NA,0,2,1,0,4,0,3,5,0,0,0,0,1,3,0,1,4,0,0,0,3,0,1,0,2,0,0,0,0,0,0,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,6,0,1,1,0,2,0,0,1,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,5,0,0,6,3,0,0,0,0,0,0,2,0,0,2,2,3,0,0,1,0,4,0,0,0,0,0,0,0,0,4,4,0,5,4,3,1,0,0,0,0,0
"S531","prolific","Random",2024-11-24 14:45:17,13.1545,"chrome 131.0.0","false","Windows 10",1920,957,"Automatic","Female",32,"High school",NA,TRUE,"White","United Kingdom",3,NA,0,0,6,6,4,0,4,4,0,5,1,2,0,5,5,3,1,3,2,6,5,1,5,6,0,5,4,1,5,0,3,6,6,5,0,2,4,2,5,1,6,0,1,5,0,4,0,0,3,2,4,4,4,0,3,2,4,3,3,3,3,6,4,0,5,6,1,3,6,2,2,6,0,0,4,5,6,0,4,5,2,5,5,6,0,6,2,0,3,6,4,4,2,3,5,3,2,5,3,2,4,2,3,5,1,5,6,3,4,5,0,3,2,2,2,5,3,1,3,3,4,5,5,3,5,1,6,2
"S118","prolific","Random",2024-11-19 11:47:00,12.46525,"chrome 130.0.0","false","Windows 10",1536,747,"Automatic","Female",51,"Associates degree",NA,NA,"White","United States",4,NA,0,0,1,6,6,0,6,6,0,6,0,6,1,6,0,5,6,1,5,0,6,0,2,6,1,3,6,0,6,0,5,6,6,5,0,6,0,5,5,0,6,0,5,6,0,6,0,0,6,5,1,0,0,0,6,0,6,6,5,0,5,6,0,0,0,0,0,0,1,1,0,6,0,0,6,0,5,0,4,5,0,0,6,6,4,5,6,0,6,6,6,3,0,6,5,5,0,5,6,6,5,0,3,6,3,5,6,4,5,5,0,6,3,3,4,4,6,6,5,5,6,6,6,6,0,6,6,6
"S481","prolific","Domains",2024-11-22 01:55:23,12.0449,"chrome 131.0.0","false","Windows 10",2560,1279,"Automatic","Male",20,"Associates degree",NA,NA,"Southeast Asian","United States",3,NA,0,1,1,5,5,0,1,5,1,1,4,6,0,5,2,0,4,5,3,0,5,1,1,5,1,3,5,1,5,5,0,6,6,6,0,6,4,6,5,5,6,1,6,6,5,6,5,0,6,4,0,0,0,0,2,0,5,6,6,0,6,0,0,1,0,1,0,5,0,4,0,5,4,4,6,1,5,0,2,0,4,0,4,6,1,5,6,0,1,6,1,1,5,4,4,4,6,1,4,4,6,6,5,3,0,5,6,6,4,1,4,6,4,6,5,3,6,5,1,1,6,3,4,6,0,4,6,6
"S530","prolific","Random",2024-11-24 13:48:30,25.2899,"firefox 132.0.0","false","Windows 10",1366,583,"Automatic","Male",38,"Bachelor","Mathematics, Physics",FALSE,"White",NA,4,NA,0,3,6,3,6,0,3,5,2,5,3,5,4,4,5,6,4,5,3,2,6,1,6,5,0,2,6,2,6,0,1,6,6,6,2,6,6,6,6,5,6,2,3,6,0,6,5,0,6,4,1,4,2,0,6,2,5,6,5,2,5,6,5,5,4,0,5,5,4,2,4,5,0,0,6,6,6,0,0,5,5,5,6,5,5,5,5,1,2,6,4,4,3,5,3,3,3,5,6,3,2,4,4,2,3,3,6,3,0,3,5,6,5,4,6,3,5,6,4,0,5,3,5,4,5,4,3,5
"S012","prolific","Domains",2024-11-18 20:11:09,11.161,"edge-chromium 130.0.0","false","Windows 10",1432,684,"Automatic","Female",24,"Bachelor","Psychology, Neuroscience",TRUE,"White","United Kingdom",NA,NA,0,2,4,4,3,0,3,3,2,2,5,4,2,2,2,1,5,4,2,5,4,4,6,2,2,1,3,5,3,1,2,4,6,4,3,4,3,4,4,4,3,3,5,4,1,4,4,1,4,4,3,2,2,0,2,3,2,2,2,4,3,6,4,2,3,2,1,2,4,4,4,5,2,1,3,1,4,0,1,5,3,4,3,3,4,5,4,3,2,6,4,2,4,4,2,3,3,4,2,4,4,4,4,4,3,4,6,2,2,2,2,5,1,3,2,4,1,5,5,4,5,3,4,3,3,2,3,2
"S716","prolific","Domains",2024-12-01 13:03:18,16.6921666666667,"edge-chromium 131.0.0","false","Windows 10",1528,898,"Automatic","Male",30,"Bachelor","Engineering, Computer Science",FALSE,"South Asian","United Kingdom",4,NA,0,0,0,6,6,0,6,6,2,0,1,5,6,5,3,3,6,6,6,0,6,0,5,6,6,1,6,0,6,1,4,6,6,5,0,6,6,6,6,5,6,0,5,6,6,5,6,0,6,6,0,0,0,0,5,5,6,6,5,6,6,6,4,0,5,0,1,1,1,4,3,6,0,5,5,5,5,0,5,6,4,6,6,6,5,6,3,6,6,6,6,5,6,6,6,1,4,4,3,5,6,6,5,6,6,5,6,6,4,3,1,6,6,5,6,5,6,6,6,3,5,5,6,6,6,6,5,6
"S196","prolific","Random",2024-11-19 16:05:31,7.26493333333333,"edge-chromium 130.0.0","false","Windows 10",918,639,"Automatic","Male",40,"Master","Business, Economics",FALSE,"Middle Eastern/North African","United States",0,NA,0,0,3,0,0,0,1,2,0,0,0,2,0,1,0,0,1,2,4,0,5,0,0,1,0,0,0,0,1,0,0,0,6,3,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,0,0,0,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,1,0,3,0,1,6,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,6,0,0,2,1,2,0,0,0,0,0,0,0,0,5,0,1,0,1,1,0,0
"S676","prolific","Domains",2024-11-30 14:56:47,18.5775166666667,"chrome 131.0.0","false","Windows 10",1536,730,"Automatic","Female",30,"Master","Sociology, Anthropology",FALSE,"White","United Kingdom",2,NA,0,0,5,2,5,0,4,3,1,5,4,4,2,6,5,2,2,3,4,0,6,5,1,3,4,4,2,1,6,6,4,5,6,6,3,5,2,5,6,3,4,2,5,6,6,5,0,0,6,6,0,1,0,0,5,1,6,6,4,0,2,6,5,2,1,4,1,5,2,3,5,4,1,4,5,4,2,0,4,6,6,6,6,6,6,6,5,2,5,6,4,3,2,2,3,1,1,6,5,1,3,2,4,1,2,2,6,1,5,4,0,5,5,3,6,1,4,6,1,1,6,3,5,5,2,2,3,4
"S116","prolific","Domains",2024-11-19 11:45:09,13.9458833333333,"chrome 131.0.0","false","Windows 10",1920,911,"Automatic","Male",52,"Bachelor","Engineering, Computer Science",FALSE,"East Asian","United States",4,"None",0,3,5,1,6,0,2,3,4,4,4,6,1,6,2,0,5,2,5,1,5,1,0,6,2,6,5,2,4,1,5,6,6,6,4,6,0,5,5,5,6,0,1,6,5,6,5,0,5,5,4,0,1,0,5,1,6,4,4,1,6,6,1,0,0,4,1,4,4,5,1,0,0,0,5,5,4,0,4,0,1,4,1,0,1,4,5,2,3,6,3,1,5,6,0,1,5,5,4,0,5,1,4,0,1,1,6,1,6,6,2,6,2,0,6,1,3,6,0,5,5,4,3,5,1,1,1,5
"S616","prolific","Domains",2024-11-29 15:58:58,10.9367666666667,"ios 17.6.0","true","iOS",980,1855,"Automatic","Female",31,"Bachelor","Engineering, Computer Science",FALSE,"Mixed","United Kingdom",0,"This felt a bit creepy",0,0,1,3,5,0,2,3,1,1,1,3,2,3,0,3,3,3,4,1,3,2,3,3,2,0,3,0,4,0,2,4,6,5,2,6,0,4,5,4,4,0,5,5,0,4,0,0,5,3,1,1,1,0,3,0,3,4,2,1,0,6,4,0,2,0,3,3,1,4,1,4,0,0,4,0,6,0,0,2,2,4,0,4,0,6,3,2,5,6,1,0,1,3,2,0,3,2,2,1,1,1,4,1,1,1,6,2,0,5,0,6,0,0,3,3,1,2,1,1,3,2,2,4,2,2,2,3
"S205","prolific","Domains",2024-11-19 16:36:52,11.9098666666667,"chrome 131.0.0","false","Windows 10",1366,599,"Automatic","Female",49,"High school",NA,FALSE,"White","United States",4,NA,0,4,0,0,6,0,0,6,0,1,5,6,5,3,4,2,0,5,4,0,6,4,1,6,0,5,0,5,6,0,3,6,6,6,2,6,5,2,5,6,6,0,3,6,4,6,0,0,6,6,0,0,0,0,6,4,6,6,3,0,4,6,1,3,0,1,0,0,2,3,4,6,0,0,6,0,6,0,6,0,5,5,6,5,2,6,1,6,5,6,5,0,1,0,0,1,6,6,4,5,4,3,1,0,6,0,6,0,0,6,0,6,0,6,3,1,0,6,3,2,6,0,6,6,0,4,1,1
"S513","prolific","Domains",2024-11-23 05:51:53,10.6512666666667,"chrome 127.0.0","false","Mac OS",735,716,"Return","Female",22,"Doctorate","Other",NA,"Black","United States",4,NA,1,5,3,4,3,5,4,3,5,5,5,3,4,6,3,5,5,5,4,3,5,3,3,3,5,5,3,4,5,2,4,4,5,3,2,5,5,4,4,2,3,4,3,4,4,3,4,2,4,4,4,3,5,3,2,2,2,2,3,2,2,3,5,3,4,4,5,3,5,3,2,4,3,2,5,4,2,3,2,3,4,3,4,4,4,3,5,2,4,4,4,2,5,4,3,4,2,3,3,2,4,3,5,4,3,2,3,3,5,4,5,2,5,2,4,4,4,2,4,2,4,4,5,3,3,4,4,4
"S758","prolific","Dimensions",2024-12-02 14:36:47,13.6747666666667,"chrome 131.0.0","false","Windows 10",2560,1305,"Automatic","Male",30,"Bachelor","Engineering, Computer Science",FALSE,"Black","United Kingdom",4,NA,0,0,2,4,5,0,4,6,4,0,4,6,2,6,3,3,6,0,5,2,6,2,1,6,0,3,6,0,6,0,3,6,6,0,1,6,1,0,0,2,6,0,2,6,0,6,4,1,6,3,0,0,0,0,6,0,4,6,6,0,6,6,0,0,2,0,3,6,1,0,0,4,0,3,5,1,6,0,3,3,3,0,6,5,0,4,3,4,3,6,6,5,6,3,6,3,2,3,6,3,6,4,6,4,3,6,6,4,6,2,4,0,3,3,6,5,6,3,6,5,6,4,4,4,4,6,6,6
"S739","prolific","Domains",2024-12-02 10:12:51,15.1625666666667,"chrome 131.0.0","false","Windows 10",958,918,"Automatic","Male",30,"Bachelor","Business, Economics",FALSE,"White","United Kingdom",4,NA,0,2,2,4,4,0,3,3,1,2,5,5,4,4,4,2,2,2,3,2,5,2,2,5,1,3,3,2,5,0,4,4,6,5,2,5,2,5,4,4,5,2,3,3,0,4,4,0,3,4,0,2,2,0,4,2,6,6,3,1,2,6,2,3,2,2,2,3,3,2,3,3,1,1,4,4,4,0,3,4,4,4,4,3,5,5,4,3,0,6,2,2,5,3,3,2,5,4,3,4,4,5,3,2,4,3,6,2,4,3,2,5,2,4,3,3,5,2,5,4,4,3,4,3,3,4,4,4
"S668","prolific","Domains",2024-11-30 13:46:37,9.94846666666667,"opera 114.0.0","false","Windows 10",1495,712,"Automatic","Male",21,"Bachelor","Business, Economics",TRUE,"East Asian","United Kingdom",4,NA,0,1,2,5,6,0,4,5,1,2,5,5,5,6,5,5,5,3,6,3,5,5,5,2,5,6,5,5,5,0,3,4,6,4,0,4,2,2,4,0,5,0,5,3,1,5,3,1,5,1,2,5,2,0,1,1,4,2,5,2,5,5,5,3,2,1,5,0,2,1,2,2,2,1,4,4,2,0,3,3,1,2,5,2,2,5,5,5,2,6,5,4,4,4,2,3,5,4,4,3,4,4,4,4,3,4,6,5,5,2,3,5,4,4,2,3,5,4,5,5,5,3,4,1,4,3,4,5
"S097","prolific","Domains",2024-11-19 11:19:10,13.7801833333333,"edge-chromium 131.0.0","false","Windows 10",1528,738,"Automatic","Female",37,"High school",NA,FALSE,"White","United Kingdom",4,NA,0,5,4,5,6,0,5,5,0,4,3,5,1,4,4,5,5,4,6,0,2,0,6,4,1,1,3,4,5,1,5,4,6,5,0,4,2,3,4,1,5,0,0,5,0,5,4,0,4,3,3,2,2,0,6,1,4,4,4,4,5,6,5,1,0,0,5,2,1,1,1,4,2,0,3,3,5,0,2,2,0,0,3,2,2,2,4,2,5,6,0,1,2,2,3,2,3,2,5,4,4,4,4,1,4,2,6,1,3,5,2,6,1,1,5,5,5,5,4,4,4,3,2,6,5,5,3,3
"S091","prolific","Domains",2024-11-19 11:05:58,10.1113333333333,"chrome 131.0.0","false","Windows 10",1536,703,"Automatic","Female",59,"High school",NA,FALSE,"White","United Kingdom",4,"it said thirty minutes but didnt take that long, hope it was ok, the study was interesting and the way the questions were poised was clever, was a good study to do. ",0,5,3,3,4,0,3,4,2,4,3,4,2,4,2,5,2,2,3,2,3,1,4,3,2,1,4,3,5,4,2,3,6,5,2,3,4,4,4,3,3,2,3,4,5,3,0,1,4,4,1,1,1,0,2,4,1,2,2,1,3,6,3,2,1,3,5,2,1,5,4,4,1,1,3,2,4,0,2,1,1,1,3,3,4,3,4,1,4,6,2,2,5,4,2,1,5,3,2,3,6,1,3,1,5,2,6,1,4,5,4,4,1,4,2,2,4,5,1,4,5,2,3,2,1,5,2,4
"S578","prolific","Domains",2024-11-29 10:59:35,19.1529666666667,"chrome 109.0.0","false","Windows 10",1536,723,"Automatic","Male",29,"Master","Business, Economics",FALSE,"White","United States",4,NA,0,2,1,3,5,0,4,4,2,1,2,4,2,5,1,5,4,4,5,3,6,2,0,5,5,5,4,3,5,1,1,3,6,5,0,6,0,5,3,2,5,0,4,3,0,5,3,0,2,4,0,0,1,0,5,1,5,5,3,1,2,6,3,0,1,0,2,0,4,1,1,6,1,0,4,5,6,5,2,5,6,5,5,4,5,5,5,2,5,6,4,0,2,2,4,2,2,4,4,4,4,2,5,4,4,4,6,4,4,3,3,6,2,4,4,5,2,4,3,5,5,0,3,3,3,2,4,3
"S051","prolific","Domains",2024-11-19 09:37:12,15.408,"edge-chromium 131.0.0","false","Windows 10",1528,712,"Automatic","Female",35,"Master","Political Science, Law",FALSE,"Black","United Kingdom",3,NA,0,0,0,4,5,0,2,5,0,5,3,6,5,5,5,1,5,2,5,1,6,5,5,5,0,1,2,4,6,3,3,4,6,4,1,3,1,2,1,4,5,1,1,5,4,5,5,0,6,5,1,4,6,0,4,0,5,5,4,3,4,6,1,3,3,0,1,0,0,3,3,1,0,0,5,0,5,0,5,1,0,0,2,0,1,1,5,3,3,6,1,2,2,3,1,0,3,2,2,3,4,5,4,1,2,2,6,1,3,5,1,5,2,1,3,2,5,2,2,5,6,1,3,3,3,2,3,5
"S656","prolific","Dimensions",2024-11-30 12:43:01,17.9377,"chrome 131.0.0","false","Mac OS",1366,540,"Automatic","Female",56,"Master","Sociology, Anthropology",FALSE,"White","United Kingdom",4,NA,0,4,0,4,5,0,4,4,0,2,2,5,3,5,3,2,6,5,6,2,5,1,2,5,2,2,4,1,6,0,0,6,6,6,4,4,5,4,4,3,6,0,4,6,2,6,5,3,6,0,3,4,2,0,6,3,4,6,6,3,6,6,0,1,0,1,1,0,1,1,2,5,0,0,5,2,6,0,4,2,4,4,5,4,6,4,5,4,5,6,5,3,1,5,4,2,3,4,2,3,6,3,4,4,4,3,6,3,3,5,5,6,0,3,6,4,5,5,6,5,6,5,5,6,5,3,4,5
"S701","prolific","Domains",2024-12-01 12:19:47,8.87941666666667,"edge-chromium 131.0.0","false","Windows 10",1865,958,"Automatic","Female",29,"Bachelor","Medicine, Pharmacy and Nursing",FALSE,"White","United Kingdom",4,NA,0,5,1,4,3,0,4,3,0,1,5,5,1,4,5,0,2,2,3,1,4,0,5,4,1,1,4,3,5,1,4,2,6,5,0,5,0,2,2,3,2,1,2,4,1,4,1,0,3,2,0,0,0,0,3,6,0,3,1,0,3,6,5,4,2,1,2,5,2,3,2,3,0,0,3,2,5,0,0,2,3,2,4,3,5,3,4,1,4,6,2,2,4,3,3,3,2,4,3,5,3,2,3,3,4,1,6,3,4,3,4,3,4,6,3,1,4,4,6,4,6,3,4,4,5,6,3,3
"S550","prolific","Domains",2024-11-29 09:25:45,29.1693,"chrome 131.0.0","false","Windows 10",1366,641,"Automatic","Male",54,"Master","Health, Social Care, and Education",FALSE,"Black","United Kingdom",4,"none for now",0,6,5,6,6,0,6,6,6,6,6,6,3,6,3,3,6,6,6,6,6,6,3,6,6,6,6,6,6,6,2,6,6,6,3,6,6,6,6,6,6,3,6,6,6,6,6,0,6,5,4,1,3,0,6,3,6,6,6,3,6,6,6,5,1,4,6,6,6,6,6,6,0,0,6,4,6,0,6,2,0,6,6,6,6,6,6,6,6,6,6,1,6,5,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,5,6,5,6,6,6,6,6,6,5,6,6,6
"S665","prolific","Domains",2024-11-30 13:22:11,10.9248333333333,"edge-chromium 131.0.0","false","Windows 10",1912,930,"Automatic","Male",38,"Bachelor","Engineering, Computer Science",FALSE,"White","United Kingdom",3,NA,0,5,5,5,5,0,3,5,5,6,4,5,2,5,5,4,3,2,6,4,4,2,5,5,1,2,4,5,5,0,1,2,6,6,0,6,3,3,4,1,6,0,3,6,0,3,1,1,5,4,0,1,0,0,6,3,5,6,3,2,5,6,3,5,3,4,1,4,6,3,5,5,0,2,3,3,5,0,3,4,1,1,2,5,3,5,4,4,1,6,4,1,4,2,3,2,1,2,3,5,5,2,4,3,5,3,6,3,1,1,2,6,5,4,5,4,5,6,3,3,5,4,2,4,1,5,3,5
"S018","prolific","Random",2024-11-18 21:57:44,18.4471,"chrome 131.0.0","false","Windows 10",1050,1565,"Automatic","Male",18,"High school",NA,TRUE,"White","United Kingdom",4,NA,0,2,2,1,5,0,2,2,2,4,2,1,2,2,2,5,2,2,4,4,5,4,3,5,1,2,4,0,4,2,2,3,6,4,2,6,5,2,4,5,5,4,4,5,2,5,4,2,3,5,2,0,2,0,4,2,5,4,2,1,5,6,4,2,4,2,1,2,2,4,3,4,2,1,4,1,5,0,3,3,3,2,2,2,4,2,4,4,4,6,2,4,4,2,2,2,5,3,3,2,3,5,2,3,3,2,6,2,1,4,2,5,2,2,4,2,4,4,3,4,5,2,3,3,3,4,2,5
"S277","prolific","Dimensions",2024-11-19 20:50:27,15.605,"chrome 130.0.0","false","Windows 10",1366,641,"Automatic","Female",56,"High school",NA,FALSE,"White","United Kingdom",4,NA,0,5,0,3,6,0,1,6,0,5,3,2,6,6,6,6,6,6,3,2,6,3,5,6,2,3,6,6,5,0,3,4,6,5,2,5,3,3,3,4,5,3,3,6,0,4,0,3,6,5,1,1,1,0,6,3,6,6,5,2,6,6,3,4,2,4,3,1,1,4,3,3,4,1,6,1,6,0,1,4,5,2,6,4,4,3,5,3,3,6,3,2,3,5,2,1,2,2,4,5,0,4,4,1,6,3,2,3,3,6,0,6,4,4,3,2,4,6,0,5,6,1,3,6,3,3,1,2
